Category,Advertiser Currency,Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency)
/Business & Industrial/Industrial Materials & Equipment/Generators,GBP,12,0,0.00,0.00,0.00,0.064067
/Computers & Electronics/Software/Operating Systems/Windows OS,GBP,840,2,0.00,0.00,0.00,5.207223
/Games/Computer & Video Games/Shooter Games,GBP,850,3,0.00,0.00,0.00,5.057415
/Shopping/Apparel/Women's Clothing,GBP,18475,39,65.00,0.00,65.00,190.525937
/World Localities/Europe/Central & Eastern Europe/Slovenia,GBP,11,0,0.00,0.00,0.00,0.085735
/World Localities/Europe/Western Europe/France/South West France/Languedoc-Roussillon,GBP,11,0,0.00,0.00,0.00,0.063074
/World Localities/North America/USA/Pacific Northwest/Washington State/Seattle-Tacoma,GBP,7,0,0.00,0.00,0.00,0.042642
/Autos & Vehicles/Vehicle Brands/Buick,GBP,12,0,0.00,0.00,0.00,0.099741
/Computers & Electronics/Consumer Electronics/TV & Video Equipment,GBP,308,0,0.00,0.00,0.00,2.040297
/Jobs & Education/Education/Homeschooling,GBP,120,0,0.00,0.00,0.00,1.146962
/Sports/Water Sports/Surfing,GBP,218,0,0.00,0.00,0.00,2.060626
/Beauty & Fitness/Cosmetology & Beauty Professionals,GBP,725,0,8.00,0.00,8.00,6.772455
/Business & Industrial/Agriculture & Forestry/Livestock,GBP,488,0,0.00,0.00,0.00,3.704774
/Business & Industrial/Business Services/Knowledge Management,GBP,25,0,0.00,0.00,0.00,0.181779
/Food & Drink/Food/Cooking Fats & Oils,GBP,463,0,0.00,0.00,0.00,3.914219
/Home & Garden/Home Furnishings/Clocks,GBP,266,1,0.00,0.00,0.00,2.007583
/Law & Government/Public Safety,GBP,6021,11,4.00,0.00,4.00,50.788042
/Shopping/Apparel/Eyewear,GBP,483,0,0.00,0.00,0.00,4.522052
/World Localities/Africa/Northern Africa/Sudan,GBP,6,0,0.00,0.00,0.00,0.049182
/World Localities/Asia/East Asia/China/Northeast China/Heilongjiang/Harbin,GBP,1,0,0.00,0.00,0.00,0.010013
/Arts & Entertainment/Movies/Bollywood & South Asian Film,GBP,808,2,0.00,0.00,0.00,6.749290
/Autos & Vehicles/Vehicle Brands/Peugeot,GBP,16,0,0.00,0.00,0.00,0.100893
/World Localities/Europe/Central & Eastern Europe/Poland/Warsaw,GBP,20,0,0.00,0.00,0.00,0.080834
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows,GBP,202,0,0.00,0.00,0.00,1.883114
/Finance/Insurance/Life Insurance,GBP,401,2,0.00,0.00,0.00,3.227714
/Health/Pharmacy/Drugs & Medications,GBP,2413,1,0.00,0.00,0.00,17.429704
/People & Society/Religion & Belief/Buddhism,GBP,191,1,0.00,0.00,0.00,1.753493
/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics,GBP,1156,3,0.00,0.00,0.00,8.961121
/Food & Drink/Beverages/Coffee & Tea/Coffee,GBP,2717,4,3.00,0.00,3.00,24.719153
/Health/Health Conditions/Infectious Diseases/Parasites & Parasitic Diseases,GBP,81,0,0.00,0.00,0.00,0.769271
/Health/Health Conditions/Respiratory Conditions,GBP,328,1,0.00,0.00,0.00,2.112203
/Health/Health Conditions/Endocrine Conditions,GBP,114,0,0.00,0.00,0.00,0.867644
/Health/Mental Health,GBP,5523,6,2.00,0.00,2.00,43.808165
/World Localities/Asia/Southeast Asia/Indonesia/Nusa Tenggara,GBP,64,0,4.00,0.00,4.00,0.738515
/World Localities/Europe/Central & Eastern Europe/Switzerland/Geneva,GBP,21,0,0.00,0.00,0.00,0.105712
/People & Society/Family & Relationships/Family/Ancestry & Genealogy,GBP,578,1,0.00,0.00,0.00,4.821460
/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/Plasma TVs,GBP,2,0,0.00,0.00,0.00,0.012813
/Finance/Insurance,GBP,3458,3,1.00,0.00,1.00,25.515690
/Law & Government/Government/Intelligence & Counterterrorism,GBP,630,1,2.00,0.00,2.00,5.056507
/World Localities/Africa/Eastern Africa/Kenya,GBP,41,0,0.00,0.00,0.00,0.434348
/World Localities/Asia/East Asia/China/South Central China/Hubei,GBP,58,0,0.00,0.00,0.00,0.576469
/World Localities/North America/USA/Florida/Southern Florida/South Florida Metro,GBP,89,0,0.00,0.00,0.00,0.686963
/Autos & Vehicles/Vehicle Parts & Accessories/Engine & Transmission,GBP,235,0,0.00,0.00,0.00,1.476594
/Internet & Telecom,GBP,24030,25,5.00,0.00,5.00,178.268078
/World Localities/Europe/Western Europe/France/South East France/Provence-Alpes-C��te d'Azur/Nice,GBP,17,0,0.00,0.00,0.00,0.123228
/Arts & Entertainment/Performing Arts/Dance,GBP,2802,1,4.00,0.00,4.00,22.961480
/Autos & Vehicles/Bicycles & Accessories/BMX Bikes,GBP,17,0,0.00,0.00,0.00,0.125835
/Business & Industrial/Automotive Industry,GBP,342,0,0.00,0.00,0.00,2.758180
/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Network Storage,GBP,3,0,0.00,0.00,0.00,0.028608
/Computers & Electronics/Computer Hardware/Laptops & Notebooks,GBP,1384,4,0.00,0.00,0.00,11.343999
/Arts & Entertainment/Entertainment Industry/Recording Industry/Music Awards,GBP,9752,6,2.00,0.00,2.00,87.636203
/Hobbies & Leisure/Crafts,GBP,1739,0,0.00,0.00,0.00,17.792193
/Shopping/Consumer Resources/Identity Theft & Protection,GBP,70,0,0.00,0.00,0.00,0.506248
/World Localities/Europe/Central & Eastern Europe/Germany/North Rhine-Westphalia/Duesseldorf,GBP,1,0,0.00,0.00,0.00,0.005296
/World Localities/North America/USA/Midwest (USA)/Wisconsin/Milwaukee,GBP,2,0,0.00,0.00,0.00,0.015806
/Arts & Entertainment/Performing Arts/Circus,GBP,189,0,0.00,0.00,0.00,1.330303
/Food & Drink/Beverages/Soft Drinks,GBP,1119,1,1.00,0.00,1.00,8.826857
/Health/Health Conditions/Diabetes,GBP,607,0,0.00,0.00,0.00,4.416589
/Business & Industrial/Energy & Utilities/Waste Management/Recycling,GBP,593,1,0.00,0.00,0.00,4.750082
/People & Society/Religion & Belief/Theology & Religious Study,GBP,5,0,0.00,0.00,0.00,0.038868
/World Localities/Africa/Western Africa/Burkina Faso,GBP,4,0,0.00,0.00,0.00,0.018714
/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Cameras,GBP,199,0,0.00,0.00,0.00,1.512471
/Law & Government/Government/Lobbying,GBP,20,0,0.00,0.00,0.00,0.161007
/World Localities/Asia/Southeast Asia/Laos,GBP,8,0,0.00,0.00,0.00,0.067798
/Business & Industrial/Energy & Utilities/Renewable & Alternative Energy/Hydropower,GBP,39,1,0.00,0.00,0.00,0.338107
/Food & Drink/Cooking & Recipes/Cuisines/Southeast Asian Cuisine,GBP,2116,1,0.00,0.00,0.00,18.067787
/Internet & Telecom/Mobile & Wireless/Mobile & Wireless Accessories,GBP,467,1,0.00,0.00,0.00,4.545752
/People & Society/Social Sciences/Archaeology,GBP,92,0,0.00,0.00,0.00,0.691223
/Arts & Entertainment/Music & Audio/Radio/Podcasting,GBP,398,0,0.00,0.00,0.00,2.874736
/Beauty & Fitness/Face & Body Care/Unwanted Body & Facial Hair Removal,GBP,3032,0,2.00,0.00,2.00,32.950946
/Beauty & Fitness/Fitness/Bodybuilding,GBP,7612,2,4.00,0.00,4.00,51.713046
/Home & Garden/Gardening & Landscaping,GBP,7802,8,3.00,0.00,3.00,66.589979
/World Localities/North America/Canada/Canadian Prairies/Alberta/Edmonton,GBP,1,0,0.00,0.00,0.00,0.004643
/Computers & Electronics/Computer Security/Network Security,GBP,299,0,0.00,0.00,0.00,2.323744
/Travel/Specialty Travel/Ecotourism,GBP,19,0,0.00,0.00,0.00,0.136885
/World Localities/Asia/East Asia/South Korea/Seoul,GBP,32,0,0.00,0.00,0.00,0.307894
/World Localities/Europe/Mediterranean Europe/Italy,GBP,1791,2,7.00,0.00,7.00,16.174790
/World Localities/Europe/Mediterranean Europe/Spain/Castile-La Mancha,GBP,6,0,0.00,0.00,0.00,0.075351
/Arts & Entertainment/Performing Arts,GBP,7366,10,7.00,0.00,7.00,59.508043
/Food & Drink/Food/Meat & Seafood/Beef,GBP,2748,2,1.00,0.00,1.00,19.369845
/World Localities/Asia/South Asia/India/North India/Madhya Pradesh,GBP,2,0,0.00,0.00,0.00,0.021438
/World Localities/Europe/Central & Eastern Europe/Baltics/Latvia,GBP,6,0,0.00,0.00,0.00,0.074140
/World Localities/Europe/Central & Eastern Europe/Eastern Europe,GBP,26,0,0.00,0.00,0.00,0.188899
/World Localities/Latin America/South America/Paraguay,GBP,5,0,0.00,0.00,0.00,0.050005
/Shopping/Apparel/Women's Clothing/Dresses,GBP,6300,11,23.00,0.00,23.00,65.525014
/World Localities/Asia/Russia & CIS/Russian Federation/Northwestern Russia/Saint Petersburg,GBP,9,0,0.00,0.00,0.00,0.059946
/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle Licensing & Registration/Driving Instruction & Driver Education,GBP,135,0,0.00,0.00,0.00,1.064648
/Pets & Animals/Pets/Cats,GBP,713,0,0.00,0.00,0.00,5.911569
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Dramas/TV Soap Operas,GBP,12529,14,7.00,0.00,7.00,69.181320
/Autos & Vehicles/Bicycles & Accessories/Bike Parts & Repair,GBP,2,0,0.00,0.00,0.00,0.015680
/Business & Industrial/Industrial Materials & Equipment/Fluid Handling/Valves Hoses & Fittings,GBP,2,0,0.00,0.00,0.00,0.012879
/Health/Oral & Dental Care,GBP,1433,1,0.00,0.00,0.00,13.817859
/Finance/Credit & Lending/Debt Collection & Repossession,GBP,52,0,0.00,0.00,0.00,0.330345
/Law & Government/Social Services/Welfare & Unemployment,GBP,380,0,0.00,0.00,0.00,2.962702
/World Localities/Asia/East Asia/China/Northwest China/Gansu,GBP,1,0,0.00,0.00,0.00,0.006810
/World Localities/Europe/Mediterranean Europe/Spain/Galicia,GBP,2,0,0.00,0.00,0.00,0.010472
/Business & Industrial/Small Business/MLM & Business Opportunities,GBP,15778,14,4.00,0.00,4.00,118.719164
/Health/Health Conditions/Skin Conditions,GBP,6648,4,11.00,0.00,11.00,65.003916
/Law & Government/Public Safety/Crime & Justice/Corporate & Financial Crime,GBP,714,2,0.00,0.00,0.00,5.999421
/Travel/Travel Agencies & Services,GBP,10163,5,13.00,0.00,13.00,77.679122
/World Localities/Europe/Western Europe/Benelux/Luxembourg,GBP,7,0,0.00,0.00,0.00,0.075473
/Business & Industrial/Business Services/Corporate Events,GBP,300,0,1.00,0.00,1.00,2.442424
/World Localities/Asia/South Asia/Indian Ocean Islands/R��union,GBP,3,0,0.00,0.00,0.00,0.029742
/World Localities/Europe/Western Europe/United Kingdom/England/West Midlands,GBP,166,0,0.00,0.00,0.00,1.098536
/Autos & Vehicles/Vehicle Brands/Hummer,GBP,1,0,0.00,0.00,0.00,0.003305
/Jobs & Education/Education/Early Childhood Education/Preschool,GBP,187,0,0.00,0.00,0.00,1.654948
/World Localities/Africa/Eastern Africa,GBP,242,0,0.00,0.00,0.00,2.382766
/Autos & Vehicles/Vehicle Parts & Accessories/Auto Interior,GBP,33,0,0.00,0.00,0.00,0.334161
/World Localities/Europe/Nordic Countries/Finland,GBP,354,0,1.00,0.00,1.00,3.216447
"/Autos & Vehicles/Vehicle Shopping/Vehicle Specs, Reviews & Comparisons",GBP,2644,2,0.00,0.00,0.00,17.694047
/Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/South American Cuisine,GBP,38,0,0.00,0.00,0.00,0.313092
/Games/Card Games,GBP,770,1,0.00,0.00,0.00,5.485808
/Sports/Individual Sports/Racquet Sports,GBP,4865,8,2.00,0.00,2.00,31.539824
/World Localities/Europe/Southeastern Europe/Kosovo,GBP,6,0,0.00,0.00,0.00,0.061409
"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax",GBP,105,0,0.00,0.00,0.00,0.912594
/Finance/Banking/ATMs & Branch Locations,GBP,169,0,0.00,0.00,0.00,1.095440
/Food & Drink/Cooking & Recipes/Cuisines/Southeast Asian Cuisine/Vietnamese Cuisine,GBP,75,0,0.00,0.00,0.00,0.543103
/News/Newspapers,GBP,101105,86,75.00,0.00,75.00,638.887259
/People & Society/Religion & Belief,GBP,83863,104,37.00,0.00,37.00,810.474170
/Law & Government/Military/Veterans,GBP,198,0,0.00,0.00,0.00,1.555245
/Pets & Animals/Pets/Birds,GBP,249,0,2.00,0.00,2.00,2.005821
/World Localities/Europe/Western Europe/France/South West France,GBP,59,0,1.00,0.00,1.00,0.518005
/Arts & Entertainment/Online Media/Webcams & Virtual Tours,GBP,19,0,0.00,0.00,0.00,0.155432
/Food & Drink/Restaurants/Fast Food,GBP,2308,1,1.00,0.00,1.00,20.253794
/Home & Garden/Homemaking & Interior Decor,GBP,57528,61,37.00,0.00,37.00,519.071648
/Sports/Sporting Goods/American Football Equipment,GBP,2,0,0.00,0.00,0.00,0.016824
/Travel/Travel Agencies & Services/Vacation Offers,GBP,1571,0,0.00,0.00,0.00,12.491225
/World Localities/North America/USA/Mid-Atlantic (USA)/Pennsylvania,GBP,21,0,0.00,0.00,0.00,0.190991
"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax/Scanners",GBP,7,0,0.00,0.00,0.00,0.060921
/World Localities/Europe/Nordic Countries/Greenland,GBP,21,0,0.00,0.00,0.00,0.284532
/Arts & Entertainment/Movies/Classic Films/Silent Films,GBP,147,1,0.00,0.00,0.00,1.456836
/Real Estate,GBP,15959,10,11.00,0.00,11.00,122.852594
/World Localities/Asia/East Asia/Taiwan,GBP,3,0,0.00,0.00,0.00,0.023888
/World Localities/Asia/South Asia/India/South India/Andhra Pradesh,GBP,1,0,0.00,0.00,0.00,0.009601
/Autos & Vehicles/Motorcycles,GBP,152,0,0.00,0.00,0.00,1.083763
/Home & Garden/Home Storage & Shelving,GBP,3502,4,1.00,0.00,1.00,33.710068
/Health/Reproductive Health/Birth Control,GBP,771,0,0.00,0.00,0.00,6.099096
/Arts & Entertainment/Visual Art & Design/Painting,GBP,2391,2,6.00,0.00,6.00,19.896797
/Autos & Vehicles/Vehicle Brands/Bentley,GBP,68,0,0.00,0.00,0.00,0.470045
/Shopping/Apparel/Women's Clothing/Skirts,GBP,157,1,0.00,0.00,0.00,1.532330
/Arts & Entertainment/Entertainment Industry/Recording Industry/Record Labels,GBP,136,0,0.00,0.00,0.00,1.020457
/Food & Drink/Food/Meat & Seafood/Poultry,GBP,7126,10,8.00,0.00,8.00,56.693722
/World Localities/Europe/Western Europe/France,GBP,1428,2,7.00,0.00,7.00,12.214730
/Autos & Vehicles/Bicycles & Accessories/Bike Frames,GBP,45,0,0.00,0.00,0.00,0.206990
/Business & Industrial/Business Operations,GBP,8646,7,2.00,0.00,2.00,65.760637
/Shopping/Apparel/Undergarments,GBP,1014,1,1.00,0.00,1.00,10.873855
/Shopping/Toys/Die-cast & Toy Vehicles,GBP,7,0,0.00,0.00,0.00,0.070001
/World Localities/Africa/Eastern Africa/Tanzania,GBP,37,0,0.00,0.00,0.00,0.470441
/World Localities/Asia/South Asia/India/North India,GBP,85,0,1.00,0.00,1.00,0.855559
/World Localities/Europe/Central & Eastern Europe/Baltics/Estonia,GBP,9,0,0.00,0.00,0.00,0.107437
/World Localities/Europe/Western Europe/Ireland,GBP,235,0,1.00,0.00,1.00,1.875429
/Arts & Entertainment/Music & Audio/Radio/Talk Radio,GBP,46,0,0.00,0.00,0.00,0.300814
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Documentary & Nonfiction,GBP,421,0,0.00,0.00,0.00,3.504933
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Talent & Variety Shows,GBP,1626,1,1.00,0.00,1.00,9.470191
/Autos & Vehicles/Vehicle Shows,GBP,40,0,0.00,0.00,0.00,0.301460
/Online Communities/Virtual Worlds,GBP,20,0,0.00,0.00,0.00,0.146557
/Shopping/Consumer Resources/Consumer Advocacy & Protection,GBP,3345,1,1.00,0.00,1.00,26.586649
/World Localities/Europe/Mediterranean Europe/Monaco,GBP,70,0,0.00,0.00,0.00,0.527769
/Health,GBP,76446,70,41.00,0.00,41.00,612.256179
/Health/Health Conditions/Endocrine Conditions/Thyroid Conditions,GBP,92,0,0.00,0.00,0.00,0.727551
/Reference/Language Resources/Foreign Language Resources,GBP,825,0,1.00,0.00,1.00,7.120394
/Arts & Entertainment/Music & Audio/World Music/East Asian Music,GBP,114,0,0.00,0.00,0.00,0.967219
/Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software,GBP,206,0,0.00,0.00,0.00,1.600125
/Computers & Electronics/Software/Internet Software/Content Management,GBP,5,0,0.00,0.00,0.00,0.035537
/Computers & Electronics/Software/Operating Systems/Mobile OS/Windows Mobile OS,GBP,3,0,0.00,0.00,0.00,0.022004
/Shopping/Entertainment Media,GBP,34,0,0.00,0.00,0.00,0.264519
/Beauty & Fitness/Face & Body Care/Perfumes & Fragrances,GBP,1914,1,2.00,0.00,2.00,19.123547
/Home & Garden/Home Improvement/Construction & Power Tools,GBP,56,0,0.00,0.00,0.00,0.483399
/Online Communities/Feed Aggregation & Social Bookmarking,GBP,6,0,0.00,0.00,0.00,0.052415
/Autos & Vehicles/Vehicle Brands,GBP,5310,6,5.00,0.00,5.00,39.601664
/Computers & Electronics/Consumer Electronics/Car Electronics,GBP,42,0,0.00,0.00,0.00,0.331522
/Hobbies & Leisure/Water Activities,GBP,567,0,1.00,0.00,1.00,3.871558
/Shopping/Classifieds,GBP,497,0,0.00,0.00,0.00,3.569069
/World Localities/Oceania/Pacific Islands/Melanesia/Papua New Guinea,GBP,5,0,0.00,0.00,0.00,0.039224
/Beauty & Fitness/Fashion & Style/Fashion Designers & Collections,GBP,32406,49,113.00,0.00,113.00,319.394001
/Business & Industrial/Industrial Materials & Equipment/Heavy Machinery,GBP,159,0,0.00,0.00,0.00,1.125598
/Reference/Libraries & Museums/Libraries,GBP,159,0,0.00,0.00,0.00,1.309956
/World Localities/Africa/Eastern Africa/Rwanda,GBP,1,0,0.00,0.00,0.00,0.004848
/Computers & Electronics/Computer Hardware/Computer Components/Computer Memory,GBP,5,0,0.00,0.00,0.00,0.042391
/World Localities/Asia/East Asia/China/North Central China/Tianjin,GBP,1,0,0.00,0.00,0.00,0.010003
/World Localities/North America/Canada/British Columbia/Vancouver,GBP,12,0,0.00,0.00,0.00,0.126562
/Home & Garden/Bed & Bath/Bedroom/Bedding & Bed Linens,GBP,1189,1,0.00,0.00,0.00,11.250605
/Finance/Financial Planning & Management/Inheritance & Estate Planning,GBP,1160,1,0.00,0.00,0.00,7.617923
/Food & Drink/Food/Meat & Seafood/Pork,GBP,1390,2,2.00,0.00,2.00,10.771977
/World Localities/Asia/East Asia/Japan/Kansai/Osaka,GBP,2,0,0.00,0.00,0.00,0.013453
/Business & Industrial/Business Services/Consulting,GBP,545,0,1.00,0.00,1.00,4.755011
/Science/Earth Sciences/Water & Marine Sciences,GBP,628,0,0.00,0.00,0.00,4.742898
/Shopping/Apparel/Footwear,GBP,4953,4,13.00,0.00,13.00,48.520791
/World Localities/Asia/East Asia/China/Southwest China/Yunnan,GBP,2,0,0.00,0.00,0.00,0.019974
/World Localities/Europe/Mediterranean Europe/Italy/Liguria,GBP,24,0,0.00,0.00,0.00,0.248273
/World Localities/Latin America/South America/Argentina/Buenos Aires,GBP,41,0,0.00,0.00,0.00,0.272645
/World Localities/North America/USA/Florida/Florida Panhandle,GBP,1,0,0.00,0.00,0.00,0.005009
/Pets & Animals/Wildlife,GBP,3711,0,5.00,0.00,5.00,27.437699
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Thanksgiving,GBP,67,0,0.00,0.00,0.00,0.651375
/World Localities/Latin America/South America/French Guiana,GBP,1,0,0.00,0.00,0.00,0.004318
/Arts & Entertainment/Music & Audio/Music Streams & Downloads,GBP,443,1,0.00,0.00,0.00,4.266810
/Computers & Electronics/Enterprise Technology,GBP,795,2,0.00,0.00,0.00,6.066977
/Finance/Investing/Funds/Exchange Traded Funds,GBP,259,0,0.00,0.00,0.00,1.435565
/Food & Drink/Beverages/Coffee & Tea/Tea,GBP,854,0,2.00,0.00,2.00,7.533561
/Games,GBP,12024,13,1.00,0.00,1.00,83.650774
/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Food & Formula,GBP,386,0,0.00,0.00,0.00,2.830326
/World Localities/Europe/Mediterranean Europe/Italy/Puglia,GBP,36,0,0.00,0.00,0.00,0.261297
/Games/Educational Games,GBP,2,0,0.00,0.00,0.00,0.015968
/Shopping/Luxury Goods,GBP,1597,4,1.00,0.00,1.00,13.434791
/World Localities/North America/USA/Texas,GBP,567,1,0.00,0.00,0.00,4.526822
/Online Communities/Photo & Video Sharing,GBP,2717,1,1.00,0.00,1.00,22.511912
/World Localities/Europe/Central & Eastern Europe/Germany/North Rhine-Westphalia/Cologne,GBP,5,0,0.00,0.00,0.00,0.057945
/World Localities/Europe/Western Europe/United Kingdom/England/South West England,GBP,1940,2,6.00,0.00,6.00,16.683692
/World Localities/Latin America/Central America/Mexico/Pacific Coast (Mexico)/Jalisco,GBP,2,0,0.00,0.00,0.00,0.009525
/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions,GBP,187,0,0.00,0.00,0.00,1.258519
/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/LCD TVs,GBP,122,0,0.00,0.00,0.00,0.824727
/Sports/Team Sports/Cheerleading,GBP,205,0,0.00,0.00,0.00,1.824698
/Computers & Electronics/Software/Freeware & Shareware,GBP,30,0,0.00,0.00,0.00,0.352543
/Hobbies & Leisure/Water Activities/Surf & Swim,GBP,122,0,0.00,0.00,0.00,0.730300
/Health/Health Conditions/Ear Nose & Throat,GBP,271,1,0.00,0.00,0.00,1.998726
/Online Communities/Online Goodies,GBP,1282,2,0.00,0.00,0.00,11.105716
/Travel/Cruises & Charters,GBP,1249,0,0.00,0.00,0.00,8.654573
/World Localities/Latin America/Central America/Mexico/Northern Mexico,GBP,1,0,0.00,0.00,0.00,0.010000
/World Localities/North America/USA/Hawaii/Oahu,GBP,21,0,0.00,0.00,0.00,0.180278
/Business & Industrial/Hospitality Industry/Food Service/Restaurant Supply,GBP,11,0,0.00,0.00,0.00,0.101250
/Business & Industrial/Business Services/Office Supplies,GBP,1262,1,2.00,0.00,2.00,12.182574
/Food & Drink/Cooking & Recipes/Cuisines/German Cuisine,GBP,34,0,0.00,0.00,0.00,0.235469
/Games/Dice Games,GBP,3,0,0.00,0.00,0.00,0.028541
/World Localities/Europe/Mediterranean Europe/Italy/Lombardy/Milan,GBP,156,0,0.00,0.00,0.00,1.064410
/Business & Industrial/Business Finance/Venture Capital,GBP,2515,1,2.00,0.00,2.00,21.743905
/Food & Drink/Beverages/Juice,GBP,959,1,1.00,0.00,1.00,8.921003
/Games/Computer & Video Games/Sports Games/Sports Management Games,GBP,7,0,0.00,0.00,0.00,0.041104
/Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Microwaves,GBP,163,0,0.00,0.00,0.00,2.027054
/Reference/Humanities/History,GBP,9506,10,9.00,0.00,9.00,81.940642
/World Localities/Latin America/Central America/Guatemala,GBP,60,0,0.00,0.00,0.00,0.343512
/Computers & Electronics/Networking/Data Formats & Protocols,GBP,1,0,0.00,0.00,0.00,0.007653
/People & Society/Family & Relationships/Marriage,GBP,1696,1,1.00,0.00,1.00,13.141860
/Reference/Humanities,GBP,10322,10,9.00,0.00,9.00,89.913382
/World Localities/Europe/Central & Eastern Europe/Switzerland,GBP,209,0,0.00,0.00,0.00,1.842234
/Shopping/Apparel/Suits & Business Attire,GBP,933,2,4.00,0.00,4.00,9.147964
/World Localities/Europe/Nordic Countries/Sweden,GBP,123,0,0.00,0.00,0.00,1.073044
/Business & Industrial/Business Services/Signage,GBP,372,0,1.00,0.00,1.00,2.792529
/Jobs & Education/Jobs/Job Listings/Government & Public Sector Jobs,GBP,10,0,0.00,0.00,0.00,0.066074
/World Localities/Europe/Western Europe/France/French Overseas (DOM-TOM),GBP,18,0,0.00,0.00,0.00,0.194993
/World Localities/Asia/Southeast Asia/Indonesia/Java (Indonesia)/Jakarta,GBP,1,0,0.00,0.00,0.00,0.011433
/Business & Industrial/Chemicals Industry/Coatings & Adhesives,GBP,157,0,0.00,0.00,0.00,1.557118
/Food & Drink/Cooking & Recipes/Cuisines/French Cuisine,GBP,1054,0,1.00,0.00,1.00,8.844833
/Hobbies & Leisure/Outdoors,GBP,1603,2,2.00,0.00,2.00,12.625461
/Law & Government/Government/Multilateral Organizations,GBP,3367,7,2.00,0.00,2.00,26.316034
/Hobbies & Leisure/Outdoors/Hiking & Camping,GBP,534,0,0.00,0.00,0.00,4.066248
/World Localities/Europe/Western Europe/United Kingdom/Northern Ireland,GBP,26,0,0.00,0.00,0.00,0.180094
/Autos & Vehicles/Scooters & Mopeds,GBP,50,0,0.00,0.00,0.00,0.400671
/Business & Industrial/Transportation & Logistics,GBP,23707,21,15.00,0.00,15.00,184.249416
/Computers & Electronics/Consumer Electronics,GBP,5861,7,1.00,0.00,1.00,44.065257
/Finance/Credit & Lending/Loans/Home Financing/Mortgages,GBP,6442,2,0.00,0.00,0.00,42.075079
/Sports/Individual Sports,GBP,16115,13,16.00,0.00,16.00,110.280181
/Business & Industrial/Business Services,GBP,3919,3,4.00,0.00,4.00,33.533982
/Internet & Telecom/Mobile & Wireless/Mobile Phones,GBP,11002,8,5.00,0.00,5.00,78.140978
/Science/Mathematics,GBP,1002,1,0.00,0.00,0.00,8.052598
/Law & Government/Legal/Business & Corporate Law,GBP,129,0,0.00,0.00,0.00,1.027263
/Law & Government/Legal/Constitutional Law & Civil Rights,GBP,206,0,0.00,0.00,0.00,1.765064
/World Localities/Europe/Western Europe/France/East France,GBP,24,0,0.00,0.00,0.00,0.191180
/World Localities/Latin America/Caribbean/Guadeloupe,GBP,12,0,0.00,0.00,0.00,0.113662
/World Localities/Oceania/Australia/Tasmania,GBP,100,0,0.00,0.00,0.00,0.854709
/Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys,GBP,1872,2,0.00,0.00,0.00,16.317118
/Sports/Team Sports/Australian Football,GBP,6,0,0.00,0.00,0.00,0.042057
/World Localities/Europe/Nordic Countries/Finland/Helsinki,GBP,13,0,0.00,0.00,0.00,0.093629
/World Localities/Oceania/Australia/Queensland,GBP,13,0,0.00,0.00,0.00,0.130240
/Jobs & Education/Jobs/Job Listings/Sales & Marketing Jobs,GBP,88,0,0.00,0.00,0.00,0.881129
/Law & Government/Government/Courts & Judiciary,GBP,6687,8,3.00,0.00,3.00,42.959695
/Science,GBP,18777,22,12.00,0.00,12.00,152.155535
/World Localities/Asia/East Asia/Hong Kong,GBP,103,0,0.00,0.00,0.00,0.872264
/World Localities/Europe/Southeastern Europe/Serbia,GBP,11,0,0.00,0.00,0.00,0.067452
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Islamic Holidays,GBP,66,0,0.00,0.00,0.00,0.628307
/World Localities/North America/USA/Mid-Atlantic (USA)/Washington DC,GBP,3164,4,1.00,0.00,1.00,25.696014
/World Localities/North America/USA/Texas/Houston,GBP,37,0,0.00,0.00,0.00,0.286429
/Internet & Telecom/Web Services/Web Design & Development,GBP,767,4,0.00,0.00,0.00,6.313281
/World Localities/Asia/East Asia/China/South Central China/Sichuan,GBP,3,0,0.00,0.00,0.00,0.034030
/World Localities/Asia/West Asia/Turkey/Mediterranean Turkey,GBP,1,0,0.00,0.00,0.00,0.004643
/Finance/Credit & Lending/Debt Management,GBP,2096,0,0.00,0.00,0.00,15.501970
