Row Labels,Targeting,Recency,Sum of Viewability,Sum of Active View: Measurable Impressions,Sum of Active View: Viewable Impressions,Sum of Impressions,Sum of Quotes,Sum of Spend,Viewgroup
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,48 hours,0.596188638,8291,4943,8449,27,43.731691,50%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,48 hours,0.59263658,842,499,854,4,4.682966,50%+
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,48 hours,0.587518142,6890,4048,7006,26,39.404523,50%+
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,48 hours,0.587155963,436,256,436,2,3.046721,50%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,48 hours,0.585249579,7132,4174,7250,37,36.610624,50%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,48 hours,0.579775281,445,258,445,2,2.628508,50%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_48 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,48 hours,0.576923077,52,30,56,,0.324012,50%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,48 hours,0.56271527,6968,3921,7109,28,39.442931,50%+
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,48 hours,0.555555556,45,25,47,,0.262891,50%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,48 hours,0.553571429,56,31,57,,0.247043,50%+
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,48 hours,0.550925926,432,238,433,1,3.034596,50%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,48 hours,0.543270929,2831,1538,2917,29,21.272258,50%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,48 hours,0.525441329,20223,10626,20957,133,114.349483,50%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,48 hours,0.522849039,3173,1659,3234,17,14.583707,50%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,48 hours,0.513728413,16098,8270,16961,71,89.537462,50%+
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,48 hours,0.511265165,2885,1475,2984,16,13.543441,50%+
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,48 hours,0.508838592,18159,9240,18845,104,101.738267,50%+
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,48 hours,0.506928849,18257,9255,19070,122,107.817605,50%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,48 hours,0.505552589,18730,9469,19621,132,111.207142,50%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,48 hours,0.494485294,2176,1076,2294,21,17.655382,40%+
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,48 hours,0.487468319,3551,1731,3625,26,15.766093,40%+
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,48 hours,0.475691534,2386,1135,2491,10,17.865211,40%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,48 hours,0.474942679,3053,1450,3187,12,14.012791,40%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,48 hours,0.471269297,2332,1099,2409,3,16.902165,40%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,48 hours,0.468535826,3210,1504,3321,15,20.541412,40%+
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,48 hours,0.465319247,2177,1013,2257,17,16.749974,40%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,48 hours,0.43904772,18818,8262,19508,112,102.723988,40%+
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,48 hours,0.427398716,20709,8851,21390,114,110.861059,40%+
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,48 hours,0.412666594,18458,7617,19160,112,103.111358,40%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,48 hours,0.41205464,21303,8778,22132,117,113.113586,40%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,48 hours,0.411900603,17747,7310,18350,151,104.391781,40%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_48 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,48 hours,0.410303588,1087,446,1112,3,10.291192,40%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,48 hours,0.402439024,82,33,83,,0.492063,40%+
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,48 hours,0.391353172,3562,1394,3684,39,24.802525,30%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,48 hours,0.37704918,122,46,123,,0.973251,30%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,48 hours,0.363449692,2922,1062,3023,20,20.708753,30%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,48 hours,0.343122565,3337,1145,3447,9,15.937963,30%+
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_48 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,48 hours,0.333333333,3,1,3,,0.018837,30%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,48 hours,0.32995522,4243,1400,4382,40,25.736177,30%+
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,48 hours,0.317869977,3061,973,3142,34,20.213385,30%+
End quote_48 hours_O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,48 hours,0.303128872,6456,1957,6714,39,29.25861,30%+
End quote_48 hours_O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,48 hours,0.278140989,7036,1957,7231,25,32.149559,-30%
End quote_48 hours_O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,48 hours,0.263565891,7224,1904,7414,42,32.073853,-30%
End quote_48 hours_O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,48 hours,0.200762701,8129,1632,8331,40,39.935077,-30%
End quote_48 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,48 hours,0.146091479,6537,955,6779,67,33.109152,-30%
End quote_48 hours_O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours_P6H335_VIVAKI AOD_Desktop_300 x 250,End quote,48 hours,#DIV/0!,0,0,0,1,0,#DIV/0!
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.922608696,1150,1061,1150,,4.400115,
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.916430595,706,647,706,,2.582424,70%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.875292284,1283,1123,1301,,4.596034,70%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.826727329,51872,42884,52768,53,226.355996,70%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.825702911,8038,6637,9489,2,36.673662,70%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.820018365,3267,2679,3295,,12.16937,70%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.81594218,28779,23482,29427,22,121.260386,70%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.808732324,24186,19560,24768,7,103.767595,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.804567516,42649,34314,44468,25,173.025287,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.801455814,26377,21140,26900,28,190.605276,70%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.799255583,4030,3221,4896,6,19.423427,70%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,,0.793290753,53389,42353,54897,55,210.056022,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.789572961,32339,25534,32873,46,131.780076,70%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.787317325,92993,73215,96771,203,413.728824,70%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,,0.779510859,127775,99602,131497,228,888.733422,70%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.762425426,93196,71055,95517,211,439.276513,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.752361877,109341,82264,112151,54,474.50619,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.751317681,4174,3136,4238,12,17.800103,70%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.751220411,21714,16312,22226,31,69.148063,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.749790217,20259,15190,20617,13,70.680238,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.749144556,17827,13355,18442,10,61.986296,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.747356601,21374,15974,22115,14,73.373384,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.74368231,277,206,320,6,0.864162,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.741941135,11416,8470,12921,1,46.187893,70%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,,0.735467483,122828,90336,125687,104,518.808224,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.730424617,122322,89347,125347,228,532.222389,70%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.728149073,23237,16920,23877,25,76.840927,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.722576886,80671,58291,82126,65,329.444537,70%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.71862985,17166,12336,17513,19,50.516474,70%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,,0.718171809,138957,99795,142815,209,600.15501,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.709095995,57201,40561,59231,26,210.146022,70%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.708290979,115101,81525,118447,169,518.781539,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.704225352,1562,1100,1601,,6.047898,70%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.702573995,16589,11655,16902,17,54.181707,70%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.697759005,8523,5947,8719,9,48.347782,60%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.684726789,54134,37067,55377,47,231.608187,60%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.684197261,47612,32576,48517,52,154.472854,60%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.681484575,16759,11421,17136,26,94.396485,60%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.678893302,52372,35555,53508,28,181.943815,60%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.673311185,19866,13376,20377,12,62.361529,60%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.669648246,46396,31069,47228,42,167.755575,60%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.66909621,3430,2295,3595,2,18.460619,60%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.663806714,48136,31953,49705,37,168.405571,60%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,,0.654205607,107,70,132,,0.348693,60%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.645110257,41086,26505,42384,33,145.853771,60%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.635408671,190202,120856,193840,131,799.724809,60%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.633930053,132614,84068,137142,79,497.26735,60%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.631961259,1239,783,1312,6,3.291284,60%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.623415752,40161,25037,46098,48,148.062377,60%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,,0.619722609,140884,87309,146161,162,525.324323,60%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.616573034,5696,3512,5799,16,25.931771,60%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.615712546,1642,1011,1754,5,4.433489,60%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.605561277,1942,1176,1975,14,9.296874,60%+
