"Date","Advertiser ID","Advertiser","Country","Time Zone","Order ID","External Order ID","Order Name","Order Start Date","Order End Date","Order Currency","Order Budget","Line Item ID","Line Item","External Line Item ID","Line Item Start Date","Line Item End Date","Line Item Budget","Creative ID","Creative","Size","Supply Cost","AAP Platform Fee","Agency Fee","AAP Audience Fee","3p Fee - Integral Ad Science","3p Fee - Integral Ad Science (absorbed)","3p Fee - DoubleVerify","3p Fee - DoubleVerify (absorbed)","3p Fee - Doubleclick Campaign Manager","3p Fee - Doubleclick Campaign Manager (absorbed)","3p Fee - ComScore","3p Fee - ComScore (absorbed)","3p Fee - CPM 1","3p Fee - CPM 1 (absorbed)","3p Fee - CPM 2","3p Fee - CPM 2 (absorbed)","3p Fee - CPM 3","3p Fee - CPM 3 (absorbed)","3p Fee - Automotive","3p Fee - Automotive (absorbed)","Total 3p Fees","Total Cost","Impressions","CPM","Clickthroughs","CTR","CPC","Interactions","Interaction Rate","Video Impression","Video Click","Video Creative View","Video End State Click","Video Start","Video First Quartile","Video Midpoint","Video Third Quartile","Video Complete","Video Pause","Video Resume","Video Replay","Video Skip Back","Video Skip Forward","Video Mute","Video Unmute","Mobile Ad Close","Mobile Call To Action","Mobile Video Start","Mobile Video Stop","DPV","DPVR","DPV - Views","DPV - Clicks","CPDPV","PRPV","PRPVR","PRPV - Views","PRPV - Clicks","CPPRPV","ATL","ATLR","ATL - Views","ATL - Clicks","CPATL","ATC","ATCR","ATC - Views","ATC - Clicks","CPATC","Purchase","Purchase Rate","Purchase - Views","Purchase - Clicks","Cost Per Purchase","Total Pixel Events","Total Pixel Rate","Total Pixel Events - Views","Total Pixel Events - Clicks","Cost Per Pixel Event"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","6893544410102","AOD_DIY_Time_IT_Prospecting_300x600","300x600","0.82267","0.04113","0.40792","0.26760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","1.53932","892","1.72569","1","0.11211%","1.53932","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","5727775950502","AOD_DIY_Performance_IT_Prospecting_728x90","728x90","7.72514","0.38626","5.12467","6.10230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","19.33837","20,341","0.95071","2","0.00983%","9.66918","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0049%","1","0","19.33837"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","9914754230302","AOD_DIY_Value_IT_Prospecting_300x250","300x250","18.01848","0.90092","10.72295","10.82160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","40.46395","36,072","1.12175","15","0.04158%","2.69760","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","5642128060802","AOD_DIY_Value_IT_Prospecting_160x600","160x600","6.85000","0.34250","3.52028","2.57130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","13.28408","8,571","1.54989","2","0.02333%","6.64204","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","9003515160602","AOD_DIY_Value_IT_Prospecting_728x90","728x90","7.17495","0.35875","4.85354","5.92800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","18.31524","19,760","0.92688","3","0.01518%","6.10508","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","1861611870602","AOD_DIY_Value_IT_Prospecting_300x600","300x600","0.76743","0.03837","0.38474","0.26130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","1.45184","871","1.66686","1","0.11481%","1.45184","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","4480821940402","AOD_DIY_Performance_IT_Prospecting_120x600","120x600","5.26895","0.26345","3.42741","3.97380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","12.93361","13,246","0.97642","1","0.00755%","12.93361","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","6881721420802","AOD_DIY_EOU_IT_Prospecting_300x600","300x600","0.77867","0.03893","0.38780","0.25800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","1.46340","860","1.70163","1","0.11628%","1.46340","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","6180434150202","AOD_DIY_Value_IT_Prospecting_970x250","970x250","1.40048","0.07002","0.66333","0.36930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","2.50313","1,231","2.03341","0","0.00000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","7734214980202","AOD_DIY_Performance_IT_Prospecting_160x600","160x600","6.93000","0.34650","3.56679","2.61630","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","13.45959","8,721","1.54335","0","0.00000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","3565349410902","AOD_DIY_Time_IT_Prospecting_970x250","970x250","1.34114","0.06706","0.63730","0.35940","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","2.40490","1,198","2.00743","1","0.08347%","2.40490","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","3560097580402","AOD_DIY_Performance_IT_Prospecting_300x250","300x250","17.65610","0.88280","10.61702","10.90830","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","40.06422","36,361","1.10185","15","0.04125%","2.67095","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","8880183490702","AOD_DIY_EOU_IT_Prospecting_120x600","120x600","5.09352","0.25468","3.33979","3.91500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","12.60299","13,050","0.96575","10","0.07663%","1.26030","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","3552823500102","AOD_DIY_Performance_IT_Prospecting_300x600","300x600","0.73352","0.03668","0.36876","0.25260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","1.39156","842","1.65269","0","0.00000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","7286862080902","AOD_DIY_EOU_IT_Prospecting_160x600","160x600","6.99000","0.34950","3.59881","2.64210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","13.58041","8,807","1.54200","1","0.01135%","13.58041","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","9568588380002","AOD_DIY_EOU_IT_Prospecting_300x250","300x250","17.76181","0.88809","10.60090","10.75260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","40.00340","35,842","1.11610","27","0.07533%","1.48161","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0167%","6","0","6.66723"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","7343573070802","AOD_DIY_Time_IT_Prospecting_120x600","120x600","5.08724","0.25436","3.35169","3.95460","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","12.64789","13,182","0.95948","7","0.05310%","1.80684","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","1970682740102","AOD_DIY_Performance_IT_Prospecting_970x250","970x250","1.38095","0.06905","0.65453","0.36540","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","2.46993","1,218","2.02786","2","0.16420%","1.23497","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","7425476130002","AOD_DIY_Time_IT_Prospecting_160x600","160x600","6.95629","0.34781","3.59286","2.66100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","13.55796","8,870","1.52852","1","0.01127%","13.55796","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","2781014000102","AOD_Need_Helpers_EOU_IT_Prospecting_970x250","970x250","1.33543","0.06677","0.63384","0.35580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","2.39184","1,186","2.01673","2","0.16863%","1.19592","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","5421042480202","AOD_Need_Helpers_Performance_IT_Prospecting_120x600","120x600","5.12514","0.25626","3.36842","3.96120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","12.71102","13,204","0.96266","3","0.02272%","4.23701","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","5324411150902","AOD_Need_Helpers_Performance_IT_Prospecting_300x250","300x250","17.58800","0.87940","10.53748","10.75920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","39.76408","35,864","1.10875","21","0.05855%","1.89353","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","8454617150002","AOD_Need_Helpers_Performance_IT_Prospecting_300x600","300x600","0.84343","0.04217","0.41091","0.25410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","1.55061","847","1.83071","1","0.11806%","1.55061","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","5579041230002","AOD_Need_Helpers_Performance_IT_Prospecting_160x600","160x600","6.76105","0.33805","3.48596","2.56950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","13.15456","8,565","1.53585","4","0.04670%","3.28864","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","3209431940602","AOD_Need_Helpers_Time_IT_Prospecting_300x250","300x250","17.77381","0.88869","10.63108","10.82370","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","40.11728","36,079","1.11193","21","0.05821%","1.91035","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","4573139650702","AOD_Mac_Lovers_Value_IT_Prospecting_160x600","160x600","6.83676","0.34184","3.51992","2.58420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","13.28272","8,614","1.54199","1","0.01161%","13.28272","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","2209563340802","AOD_Mac_Lovers_EOU_IT_Prospecting_300x600","300x600","0.77638","0.03882","0.38380","0.24930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","1.44830","831","1.74284","0","0.00000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","8728388770902","AOD_Need_Helpers_Time_IT_Prospecting_120x600","120x600","5.09705","0.25485","3.36611","3.98430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","12.70231","13,281","0.95643","4","0.03012%","3.17558","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","2614136300202","AOD_Need_Helpers_Performance_IT_Prospecting_728x90","728x90","7.93267","0.39663","5.28208","6.32100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","19.93238","21,070","0.94601","2","0.00949%","9.96619","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","8669534390502","AOD_Mac_Lovers_Value_IT_Prospecting_300x600","300x600","0.76076","0.03804","0.37994","0.25500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","1.43374","850","1.68675","0","0.00000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","6349252880502","AOD_Need_Helpers_Time_IT_Prospecting_160x600","160x600","6.97829","0.34891","3.59719","2.64990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","13.57429","8,833","1.53677","1","0.01132%","13.57429","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0113%","1","0","13.57429"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","1366144350202","AOD_Need_Helpers_Time_IT_Prospecting_970x250","970x250","1.41762","0.07088","0.66852","0.36570","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","2.52272","1,219","2.06950","1","0.08203%","2.52272","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 02, 2017 - May 31, 2017","2808256660802","Crucial_IT_Zenith","IT","Europe/London","2144161840202","","O-RV5H_Crucial_IT_2017_Prospecting_May","02-May-2017","31-May-2017","GBP","1150.00","1557832770602","Crucial_IT_Prospecting_Crucial lookalikes","","02-May-2017","31-May-2017","1150.00","7630741010402","AOD_Need_Helpers_Performance_IT_Prospecting_970x250","970x250","1.22581","0.06129","0.58758","0.34260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","2.21728","1,142","1.94158","0","0.00000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
