Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Line Item,Line Item ID,Line Item Status,Line Item Integration Code,Targeted Data Providers,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Ebay_End Quote 24 Hours,6810549,Paused,VIVAKIAOD_Retargeting,,GBP,15832,2,69.253903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Tablet_AV>50%,9490300,Active,PCVX3Q,Bid Manager Audiences,GBP,13542,15,30.936363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_Monday_AV>50%,10079748,Active,PDVN27,VisualDNA,GBP,9733,15,30.177479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Desktop_AV>50%,10466952,Active,PFHN44,Bid Manager Audiences,GBP,341670,88,885.054017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_AV>50%,11647034,Active,PGNK08,VisualDNA,GBP,13614,24,45.119373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Monday_AV>50%,9762181,Active,PCVX3Q,VisualDNA,GBP,5792,0,16.624384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Existing Customers_Retargeting_May,3323740,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Viewed Car pages >24 Hours,11646988,Active,PGNJZP,,GBP,20487,3,58.35704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Ebay_End Quote 24 Hours,7648707,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,21504,6,83.107739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours,7648708,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,13107,2,53.377401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Ebay_End Quote,8737492,Paused,PC20LH,,GBP,79541,5,205.586539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,9109454,Active,PCHCCB,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,177047,239,626.340415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Tablet_AV>50%,9761275,Active,PCVX3Q,Bid Manager Audiences,GBP,50327,74,112.67872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours,9762197,Active,PCVX37,,GBP,701465,260,2081.182855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Existing Customers_Retargeting_May,3323740,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote >48 Hours,11646984,Active,PGNJZP,,GBP,95011,20,273.641882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Prospecting,2428661,Paused,O-JSGV,Aviva_Car_REM_RTB_ABC1_Mobile,7647868,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,367765,573,1227.148137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage,7971937,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,78870,64,249.582843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Auto Insurance_Mobile_AV>50%,8734038,Paused,PC23K9,Bid Manager Audiences,GBP,26454,29,38.842239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Desktop_AV>50%,9444713,Active,PCVX3Q,,GBP,42495,5,97.225596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Existing Customers_Retargeting_February,2959862,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote >24 Hours,10079723,Active,PDVN1Q,,GBP,99507,22,265.408121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Retargeting_February,2959864,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours,10079763,Active,PDVN1Y,,GBP,774359,219,2423.720854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Existing Customers_Retargeting_April,3191759,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote 24-48 Hours,11227548,Active,PG0J8W,,GBP,21203,4,61.421152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Prospecting,2488685,Paused,O-KF4B,Aviva_Car_REM_RTB_ABC1_Mobile,7971692,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,527900,636,1719.191506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_AD_CPA_RTB_Desktop_AV>50%,8398863,Paused,PBJWFF,,GBP,899810,270,523.922729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours,6399951,Paused,VIVAKIAOD_Retargeting,,GBP,32756,12,175.396179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_End Quote 10 minutes,6810886,Paused,VIVAKIAOD_Retargeting,,GBP,7847,3,46.133093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_TelegraphMotorPartnership,7250176,Paused,VIVAKI AOD_RON_Retargeting,,GBP,77690,20,307.81068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_10 minutes,8399685,Paused,PBJWFM,,GBP,4289,4,29.54876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%,8737510,Paused,PC20LH,,GBP,66488,21,172.951458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours_AV>50%,9762198,Active,PCVX37,,GBP,101358,51,287.298745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours,11314643,Active,PG0JFS,,GBP,457500,111,1156.142777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours,7648712,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,10054,3,61.29779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_End Quote 24 Hours,7971967,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,259210,97,1129.798899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Retargeting_November,2712512,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote >48 Hours,9110646,Active,PCHC9B,,GBP,347719,47,970.615091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours_AV>50%,11314648,Active,PG0JFS,,GBP,221105,89,465.880639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Existing Customers_Retargeting_May,3323740,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Viewed Car pages 24 Hours,11646987,Active,PGNJZP,,GBP,2634,2,7.491036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%,7250154,Paused,VIVAKI AOD_RON_Retargeting,,GBP,211018,60,955.556624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_10 minutes,7648766,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,4331,0,19.907237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Tablet_AV>50%,8394621,Paused,PBJWFF,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,353109,336,855.429645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Tablet_AV>50%,10079734,Active,PDVN27,Bid Manager Audiences,GBP,126563,160,293.243975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote >48 Hours,11314639,Active,PG0JFS,,GBP,1153605,140,2182.834017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours,6810551,Paused,VIVAKIAOD_Retargeting,,GBP,10931,3,48.346719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Prospecting,2488685,Paused,O-KF4B,Aviva_Car_REM_RTB_ABC1_Tablet_Peak,7971696,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,623409,486,1953.061099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 24 Hours,7648760,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,19003,2,101.710075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites,8399548,Paused,PBJWFM,,GBP,119561,66,399.698278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_AD_CPA_RTB_Desktop_AV>50%,8734043,Paused,PC23K9,,GBP,595337,127,322.997325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_Aviva Homepage,8737507,Paused,PC20LH,,GBP,125442,33,332.19589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Desktop_AV>50%,9092332,Active,PCHCCB,,GBP,316234,130,683.992968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Monday_AV>50%,9490358,Active,PCVX3Q,VisualDNA,GBP,447,0,0.50951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours,8399501,Paused,PBJWFM,,GBP,9691,2,63.890181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours,8737542,Paused,PC20LH,,GBP,25851,25,200.509915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Existing Customers_Retargeting_December,2806248,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote >24 Hours,9444708,Active,PCVX2H,,GBP,56060,20,152.93668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Prospecting,2293077,Paused,O-HFG9,Aviva_Car_REM_RTB_ABC1_Tablet_Peak,6810121,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,205886,198,590.035612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Ebay_End Quote,7250131,Paused,VIVAKI AOD_RON_Retargeting,,GBP,54801,9,146.916528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_AM_CPA_CPM_Mobile_AV>50%,8734045,Paused,PC23K9,,GBP,319310,320,94.829102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Existing Customers_Retargeting_March,3054349,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote 24 Hours,10466941,Active,PFHN25,,GBP,43226,13,120.670379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_AV>50%,10466961,Active,PFHN44,VisualDNA,GBP,46442,96,150.67675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_AV>50%,11647029,Active,PGNK08,VisualDNA,GBP,19485,32,59.560225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_MSFT_End Quote 10 minutes,7648716,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,10574,22,79.840582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote,8399682,Paused,PBJWFM,,GBP,27240,4,147.996027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 10 minutes,8737528,Paused,PC20LH,,GBP,4099,1,23.354959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Monday_AV>50%,9092345,Active,PCHCCB,VisualDNA,GBP,4881,6,15.117479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Yahoo_Car Homepage,6399971,Paused,VIVAKIAOD_Retargeting,,GBP,10856,11,39.857598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%,6810579,Paused,VIVAKIAOD_Retargeting,,GBP,250247,88,1129.669121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote,7250148,Paused,VIVAKI AOD_RON_Retargeting,,GBP,118447,110,518.781539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours,7648762,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,9419,3,68.494401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Data_Mobile_AV>50%,9490311,Active,PCVX3Q,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,33762,51,110.447079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo_End Quote,7648774,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,182004,96,750.075764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_Car Homepage_IAS Top 35%,8737513,Paused,PC20LH,,GBP,128888,103,524.737282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Existing Customers_Retargeting_November,2709279,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Non-Con in Renewal Window,9106276,Paused,PCHC6T,,GBP,19692,3,52.506258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours,6399975,Paused,VIVAKIAOD_Retargeting,,GBP,5263,4,28.489777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 24 Hours,6810907,Paused,VIVAKIAOD_Retargeting,,GBP,7676,2,40.296718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Desktop_AV>50%,11227529,Active,PG0JHY,BlueKai eXelate AddThis Lotame VisualDNA,GBP,139266,18,399.69848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_MSFT_End Quote 10 minutes,6810559,Paused,VIVAKIAOD_Retargeting,,GBP,10450,11,92.4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Prospecting,2352595,Paused,O-HZNC,Aviva_Car_REM_RTB_ABC1_Mobile,7249594,Paused,VIVAKI AOD_RON_Prospecting ABC1 22-25,VisualDNA,GBP,486059,700,1582.921529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Desktop_AV>50%,9092335,Active,PCHCCB,Bid Manager Audiences,GBP,177274,71,450.508309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_AV>50%,10079747,Active,PDVN27,VisualDNA,GBP,34193,46,105.009109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_Monday_AV>50%,11227540,Active,PG0JHY,VisualDNA,GBP,11691,15,39.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90,6399922,Paused,VIVAKIAOD_Retargeting,,GBP,22371,5,52.987392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_MSFT_Car Homepage,6810558,Paused,VIVAKIAOD_Retargeting,,GBP,100208,138,315.743559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Tablet_AV>50%,9490295,Active,PCVX3Q,,GBP,29911,23,74.532991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December,2806250,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours,9444745,Active,PCVX37,,GBP,16137,2,51.688712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Prospecting,2227377,Paused,O-GGF8,Aviva_Car_REM_RTB_ABC1_Desktop,6399302,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,955587,215,2747.008149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_48 Hours,7648769,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,20656,20,99.489689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Existing Customers_Retargeting_November,2709279,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_Multi_Multi_RTB_Existing Customers (non UKDI)_In-Market,9092435,Active,PCHC6T,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,96897,19,431.143178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_24 Hours,8737535,Paused,PC20LH,,GBP,46635,36,427.640918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
